CATEGORY,YEAR,INDICATOR,SOURCE,DESCRIPTION,UNIT,MAP,GRAPH,FILE,OPTIONS,TYPE,AFG,ALB,DZA,AND,AGO,AIA,ATG,ARG,ARM,ABW,AUS,AUT,AZE,BHS,BHR,BGD,BRB,BLR,BEL,BLZ,BEN,BMU,BTN,BOL,BIH,BWA,BRA,VGB,BRN,BGR,BFA,BDI,KHM,CMR,CAN,CPV,CYM,CAF,TCD,CHL,CHN,COL,COM,COG,COK,CRI,CIV,HRV,CUB,CYP,CZE,PRK,COD,DNK,DJI,DMA,DOM,ECU,EGY,SLV,GNQ,ERI,EST,ETH,FJI,FIN,FRA,GAB,GMB,GEO,DEU,GHA,GIB,GRC,GRD,GTM,GIN,GNB,GUY,HTI,VAT,HND,HKG,HUN,ISL,IND,IDN,IRN,IRQ,IRL,ISR,ITA,JAM,JPN,JOR,KAZ,KEN,KIR,KWT,KGZ,LAO,LVA,LBN,LSO,LBR,LBY,LIE,LTU,LUX,MAC,MDG,MWI,MYS,MDV,MLI,MLT,MHL,MRT,MUS,MEX,FSM,MCO,MNG,MNE,MSR,MAR,MOZ,MMR,NAM,NRU,NPL,NLD,ANT,NZL,NIC,NER,NGA,NIU,NOR,OMN,PAK,PLW,PSE,PAN,PNG,PRY,PER,PHL,POL,PRT,QAT,KOR,MDA,ROU,RUS,RWA,KNA,LCA,VCT,WSM,SMR,STP,SAU,SEN,SRB,SYC,SLE,SGP,SVK,SVN,SLB,SOM,ZAF,ESP,LKA,SDN,SUR,SWZ,SWE,CHE,SYR,TJK,THA,MKD,TLS,TGO,TKL,TON,TTO,TUN,TUR,TKM,TCA,TUV,UGA,UKR,ARE,GBR,TZA,USA,URY,UZB,VUT,VEN,VNM,YEM,ZMB,ZWE,GUF,ESH,TWN,GRL,EAZ,SJM,PRI,IMN,JEY,GGY,VIR,KOS,SSD,2,0
,,-,,,,,,,,,360.70561515680396,3685.48714433044,3143.6291372982396,,2576.64685563283,,11602.1420217256,,1997.0389119764898,,36175.0304091017,40098.9639650971,3126.72404038035,21128.509741951002,16722.2597975862,535.3063503125991,14383.6781727352,4524.1581679110795,37744.6324357486,4101.05114493556,550.321695668928,76393.8313843748,1796.82876050557,1176.9744750324,3315.53065859908,6152.72636625151,5618.324600228149,,24589.2772387548,4559.7919940137,458.94868709860003,150.742353374564,605.16804679308,928.391586141173,36466.8151119074,2648.6619631425,,435.73292134870695,718.823451823166,8610.02204254411,2870.05294220854,3937.86720135467,602.722446129333,1909.8276117063,,5357.490370893371,1004.6255482838301,10523.980710256099,4913.84751314626,23156.5376003288,14640.3330423497,,251.95662482418498,47791.8384445754,1085.8813944409198,6215.614589887429,4590.40230126558,3268.81379042526,1550.06409350661,2949.6137287227098,12947.744567896201,184.04582983990298,10364.2806885272,238.63182191968897,3619.2732476973997,39697.8092716131,35215.6228100394,6223.14527646871,466.645635637675,1850.8208573623801,37146.0975814729,610.193720997279,,21893.651618456002,6347.99677865852,2270.09950819454,300.441278059084,434.831851531699,1168.89919025201,435.770358713677,,1514.99204358834,31328.585208738998,11108.8998312648,56255.251227210305,1031.56113464966,1570.1529027075699,3259.3987232145196,2145.01273587137,46424.4594887763,23223.863076939502,30787.7664630476,,36296.3115572168,2818.086417642,4732.7105791761105,584.930268964364,1132.37289684456,28615.9475481952,560.914621610201,628.83134867202,7390.815773764921,7083.86479802369,870.8558796640691,242.61193287110402,9099.0745949378,,8871.17099793899,81564.6134037805,38689.0171980932,275.00249958358,258.057763136782,6318.947905084389,4663.377652992071,498.475148107559,16201.0235117864,2841.79167571601,618.22602759034,6257.8361139893705,8084.6290001796415,2378.11939090462,,1273.15406418008,4520.08358972382,,2348.58603212284,377.709341474399,,4153.07767006301,,376.342209627762,43675.2416049446,,27851.4076752144,1230.33367332426,275.683027446266,995.680201395396,,64589.9746599655,14686.9428722571,748.0104878408949,8802.32658826297,1344.97881250246,6145.33524160006,948.06032142092,1725.7948003065899,3575.4097323637297,1403.3063361659601,10037.9919270727,19240.2081206953,58258.2546618216,22236.0232375838,982.786411016194,5634.894022334771,6385.816585893371,354.982269706621,10746.619959623,5854.239604799771,5388.2811470767,2604.92755739513,,942.198924531416,15994.780557464399,800.431103099385,4106.57044463753,12651.438738768,369.74222554112,34758.4043349153,14582.8282412272,19326.3230267707,992.719476503835,,5910.69485420958,26191.3340827577,1610.08483707773,785.6977294453011,4207.06287713492,2445.0856424730605,44877.9805595938,58139.7206723884,,417.10605268476195,3163.90384507091,3396.7186913198198,682.596437320938,392.855056501494,,2582.70325047794,14297.842948983101,3848.87096788224,7833.52858141874,2632.4274469547,,2423.26148623575,390.582158529693,1974.6211818802399,24099.2278944828,39471.8520217999,438.315584877916,43960.9840642028,6791.05041499911,752.4283101509599,2131.09353590393,6010.07978899663,900.49369266691,878.1395824888659,956.9083796729781,397.82159510910003,,,,,,,20175.5891639023,,,,,2616.24744469492,,,
,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,-,,,,,,,,,2.2306133334052554,1.1611436572280631,3.2875735646872575,,6.40750185619742,,,2.6007351351198853,2.4910377995974393,,2.0767903947617885,4.203684620689177,1.0600407457430703,,,1.7788532474284002,,1.4079531959063711,1.133358467037375,,8.304714008841662,,,12.600049091085634,3.5485455424661985,0.4409671362603064,2.811112664928205,,,2.721216326816982,2.9647530914500795,,5.143653420153272,9.975719115825108,2.6673286362205735,,,4.10907469180641,2.572404172728393,1.3510194204051476,0.7644240243810556,2.09876364309021,,3.8797846926340553,,2.987981987709406,8.383193179507256,2.493886301531871,1.5512828412754471,0.33443116291942115,2.1361335990611265,1.678602337601515,,2.6107027808129804,,3.955777654841379,1.5998713184123576,3.8607397007915334,1.1878200974453128,3.053593810455817,,,2.360127237247617,3.7342833451563706,3.9936788726868895,1.2375191648579145,2.50546513056411,3.995903728677535,3.5362423410804356,0.8856466128114824,3.3717467017766327,6.691442802115296,,1.2230185969051606,,4.246765133436295,4.34892157852151,6.563479220535368,1.4826615762242958,2.4911901840880883,,6.526732910371435,0.007568775885509338,4.547070430649094,0.0031959011618178587,1.0462922943965993,4.820728874053781,0.771220760279366,0.6934332159599949,0.4836159873236312,0.7098506202873454,1.2205719624017752,0.1604596374064796,0.9492257312350846,0.27416559099190546,3.0896855024102563,1.9004081531597128,,0.027730242830586664,3.2725770848970956,6.06439111834955,2.4219025821103455,0.823233418435215,0.6791846534746706,4.087479014333946,0.25009842592008374,,6.422204095229985,,,4.376763696931275,4.703869636928854,12.536727682586873,,7.014017928313408,1.816563834315316,,0.6037998209148537,2.5407288785747557,1.3868320893203663,,,1.1810254358531584,0.8960750344877875,,1.261074591527824,3.6330160692335998,8.294866709581436,0.30319307575507626,,2.7976580352604574,0.4748688586278439,,0.3316152893063806,4.087961332830418,4.610878542481743,14.5858103767112,,0.3400273877628941,,1.167005905273663,,1.4483469066970318,2.8773928430928697,,7.275096897652994,2.5765818510308796,4.7123436135108,1.8774360418116396,0.7562919142526527,,0.7420117412585266,5.0730393483957785,4.034908671240381,1.9654384624904342,3.9940102584311474,,,,,,,0.4246949348063295,3.1217845147007592,3.7652435572803307,,7.824177883150587,,4.128014854486509,1.0635128711025135,14.432389767488099,1.2510804132648894,1.3360229076407761,1.3738499607372237,2.0578226792257897,3.608326637447125,0.8551996406205984,4.386813571879607,1.3859530964956552,1.016263838013504,1.535440249360628,0.9384072492675736,2.0105949267089587,2.8978236470121392,,4.776282160603038,,,0.15249135740813816,1.0817906591696056,1.46655773480667,0.4814069250562008,,,4.636978401507389,3.68575148719375,0.4746469249735537,2.4535285539197567,2.083979747860507,3.1403000372232595,2.7597022461987444,0.8183856531011346,,1.874828237795809,2.0873167695095107,0.19136658465137035,3.163041479106515,0.5141665008342522,,,0.6954501496022948,,,,,,,,,,,,
,,-,,,,,,,,,2.2306133334052554,1.1611436572280631,3.2875735646872575,,6.40750185619742,,,2.6007351351198853,2.4910377995974393,,2.0767903947617885,4.203684620689177,1.0600407457430703,,,1.7788532474284002,,1.4079531959063711,1.133358467037375,,8.304714008841662,,,12.600049091085634,3.5485455424661985,0.4409671362603064,2.811112664928205,,,2.721216326816982,2.9647530914500795,,5.143653420153272,9.975719115825108,2.6673286362205735,,,4.10907469180641,2.572404172728393,1.3510194204051476,0.7644240243810556,2.09876364309021,,3.8797846926340553,,2.987981987709406,8.383193179507256,2.493886301531871,1.5512828412754471,0.33443116291942115,2.1361335990611265,1.678602337601515,,2.6107027808129804,,3.955777654841379,1.5998713184123576,3.8607397007915334,1.1878200974453128,3.053593810455817,,,2.360127237247617,3.7342833451563706,3.9936788726868895,1.2375191648579145,2.50546513056411,3.995903728677535,3.5362423410804356,0.8856466128114824,3.3717467017766327,6.691442802115296,,1.2230185969051606,,4.246765133436295,4.34892157852151,6.563479220535368,1.4826615762242958,2.4911901840880883,,6.526732910371435,0.007568775885509338,4.547070430649094,0.0031959011618178587,1.0462922943965993,4.820728874053781,0.771220760279366,0.6934332159599949,0.4836159873236312,0.7098506202873454,1.2205719624017752,0.1604596374064796,0.9492257312350846,0.27416559099190546,3.0896855024102563,1.9004081531597128,,0.027730242830586664,3.2725770848970956,6.06439111834955,2.4219025821103455,0.823233418435215,0.6791846534746706,4.087479014333946,0.25009842592008374,,6.422204095229985,,,4.376763696931275,4.703869636928854,12.536727682586873,,7.014017928313408,1.816563834315316,,0.6037998209148537,2.5407288785747557,1.3868320893203663,,,1.1810254358531584,0.8960750344877875,,1.261074591527824,3.6330160692335998,8.294866709581436,0.30319307575507626,,2.7976580352604574,0.4748688586278439,,0.3316152893063806,4.087961332830418,4.610878542481743,14.5858103767112,,0.3400273877628941,,1.167005905273663,,1.4483469066970318,2.8773928430928697,,7.275096897652994,2.5765818510308796,4.7123436135108,1.8774360418116396,0.7562919142526527,,0.7420117412585266,5.0730393483957785,4.034908671240381,1.9654384624904342,3.9940102584311474,,,,,,,0.4246949348063295,3.1217845147007592,3.7652435572803307,,7.824177883150587,,4.128014854486509,1.0635128711025135,14.432389767488099,1.2510804132648894,1.3360229076407761,1.3738499607372237,2.0578226792257897,3.608326637447125,0.8551996406205984,4.386813571879607,1.3859530964956552,1.016263838013504,1.535440249360628,0.9384072492675736,2.0105949267089587,2.8978236470121392,,4.776282160603038,,,0.15249135740813816,1.0817906591696056,1.46655773480667,0.4814069250562008,,,4.636978401507389,3.68575148719375,0.4746469249735537,2.4535285539197567,2.083979747860507,3.1403000372232595,2.7597022461987444,0.8183856531011346,,1.874828237795809,2.0873167695095107,0.19136658465137035,3.163041479106515,0.5141665008342522,,,0.6954501496022948,,,,,,,,,,,,
,,-,,,,,,,,,10186.0,3346.0,27279.0,,12838.0,,71.0,81394.0,3197.0,,57625.0,16914.0,8545.0,388.0,,61202.0,320.0,14854.0,42367.0,648.0,7478.0,62.0,,7262.0,4366.0,1104.0,595906.0,,291.0,11498.0,9120.0,,11019.0,14898.0,89023.0,380.0,,2230.0,3545.0,28596.0,1298953.0,34822.0,,2413.0,,8645.0,16248.0,5851.0,10787.0,1125.0,17119.0,13887.0,,22996.0,502.0,106.0,6826.0,22111.0,72206.0,4803.0,,,2361.0,30828.0,1179.0,8388.0,138681.0,1214.0,1004.0,3196.0,143620.0,23042.0,,18845.0,72.0,12412.0,5519.0,918.0,1260.0,3888.0,,5696.0,9660.0,19731.0,2908.0,590511.0,174412.0,63734.0,14487.0,12639.0,9103.0,92140.0,2665.0,88093.0,5384.0,23014.0,22576.0,303.0,2697.0,4406.0,4615.0,4682.0,4392.0,835.0,1518.0,5496.0,,8647.0,1222.0,,11548.0,8511.0,42306.0,422.0,9019.0,492.0,,2209.0,1532.0,103754.0,,,1542.0,954.0,,25757.0,11896.0,34305.0,2228.0,,15093.0,73298.0,,25469.0,3818.0,7768.0,116156.0,,12277.0,,93354.0,,2093.0,3143.0,,11923.0,38390.0,65651.0,53837.0,16143.0,,46690.0,4694.0,32075.0,171332.0,7167.0,28.0,166.0,140.0,276.0,,157.0,18548.0,6265.0,11022.0,,2843.0,,7816.0,3032.0,819.0,3662.0,36731.0,77053.0,10960.0,24277.0,482.0,1368.0,15393.0,10317.0,16213.0,3825.0,94365.0,2301.0,413.0,3158.0,,,1066.0,9689.0,81188.0,3766.0,,,22310.0,80782.0,11909.0,80171.0,25437.0,628725.0,8315.0,20220.0,,23830.0,77294.0,9264.0,4963.0,4884.0,,,19931.0,,,,,,,,,,,,
,,-,,,,,,,,,340.931426719635,3536.15356913089,3091.0582581438202,,2573.68719389668,,12629.7135630604,,1950.9832756778,19912.75665825,36035.071733879304,39453.7084718354,3017.66014464157,21160.8618013958,16834.2788774468,512.556725688552,14418.789436528601,4191.60527328133,37245.8170656318,4069.0574461071706,551.9289484463301,77419.1589604528,1636.4731668520499,1148.78750841911,3286.0605536142893,5716.96786457949,5271.13803660325,,24341.2686697139,4500.382444118421,435.688895756072,150.223485664516,580.023793594961,922.2773355791,35671.6592941245,2620.51140605686,,416.633591387431,652.499514000289,8217.05919426374,2611.16006147435,3840.5446365848998,604.785259598348,1807.37653363655,,5180.31787863521,1004.6222736834801,10678.7987699899,4796.2294960709605,23700.4360716723,14353.623042108999,,241.86821147088298,47236.937600206504,1055.01213772703,6164.35680779094,4295.34598107545,3209.8508993500604,1499.1592171627499,2926.23461923377,13493.812228725501,186.032782770461,10090.7377283681,217.663104680169,3548.7243791967,38721.1724957661,34707.674364510094,5974.684588912789,452.135805876547,1758.44603215382,35631.626954766296,578.574097934023,,23085.629221877203,6403.927552757621,2262.3999654312697,302.602466512572,425.96752103958,1127.21899839767,467.31951820934603,,1490.09072316427,29559.068401973702,10997.0410212906,57872.7952865488,947.7458683138659,1498.0072107089402,3116.5780016185304,2086.30790694201,46807.0653234758,22365.8488514303,30363.2397471019,,34689.084486231004,2814.72350168467,4473.45947266586,554.268273472175,1155.45608162367,30765.7669025368,570.335150235849,591.233400559584,7263.5305752299,6704.81419579336,820.9746424355079,226.496684208894,8776.3977389437,115262.28967418801,8573.04635692652,79002.7380749625,31101.3599481864,282.093955778479,249.55128837188,5984.90577989222,4438.12827835786,485.885274453646,15609.5838045951,2681.74849954692,608.286588648643,6025.68721755334,7788.27176085274,2311.30521212619,,1215.11311824215,4416.1704192730895,,2293.2963374489104,361.76527529188905,,3981.31484101575,,363.121260993257,43434.8633187896,,27979.622490241698,1207.35958283629,264.213599849615,949.0064109538879,,65088.386720259405,14748.1572181221,749.406034527388,8573.90045438352,1352.91148527625,5905.598840224549,900.727454265325,1553.00364092388,3334.23779369948,1325.90281133929,9688.079850774151,18890.3732806045,55831.1400475071,20976.4586937755,916.69401139384,5654.65858888304,6131.119985425799,340.439010315887,11238.287163763402,5989.929422792779,5579.33413172719,2611.10304215421,,927.4844820194161,15144.6351823787,789.8645655646491,4066.32813068312,12279.6112279401,357.868795086447,30700.4714216995,13924.253112812901,19176.509650533702,941.260402036086,,5820.682085315121,26308.5663258864,1505.39567973287,780.1572356358099,4037.55211387553,2440.11057183128,42704.6611161108,57062.9104099477,,401.111160593254,2940.2235788246303,3303.5954996642304,634.393529444408,387.69345987577697,,2512.52314211031,14328.2998085302,3766.12755540901,7266.694427512391,2441.21539655955,,2496.0846451657003,384.06957768072306,1887.5161862891198,25933.2439811321,39036.3500467852,424.699567939786,43234.2637474679,6286.104001571589,713.3371951171159,2146.51066572097,6199.10009393693,855.070047713086,870.336757063138,894.0789773480409,362.39982354356005,,,,31625.819271149903,,,20610.4692642332,,,,,2526.1945025607,,,
,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,-,,,,,,,,,1.4795626034532001,1.0419690675742848,1.7196840302606025,,5.215288889510854,,,3.3007122038162606,2.5903519839983398,,2.182098720782433,3.985419600759039,1.0829274891968854,0.229457495949438,,1.7845678121836732,,1.5002894021329265,1.015751084561466,,9.09634723028265,,,10.032661530332716,12.53844309303128,0.4070348239439942,2.791804085483755,,,3.275326016554905,3.580609484419956,,5.270843830781595,9.328609543114807,2.6230775627219876,,,4.055606856764644,2.448358683878688,1.3076305308746545,0.8167829965063309,2.0342273529046007,,4.599183834696358,,3.057161821237451,7.479030424842198,1.534032516629247,1.4536959590701644,0.23202575176170484,2.1341792563033786,1.6840682704269285,,2.2294948076600005,0.06825952310657937,2.1397538724522573,1.3474938365230897,3.854544872891834,1.139908542317523,2.990209778925519,,,1.7429108771051753,3.4692532150169004,3.4998169561513714,1.069135753087587,2.218361447570317,4.011788733949344,3.2877073153487695,0.8116953868042237,3.452078085936378,6.720062983795351,,0.985515642041048,,4.966098748392203,4.488241201444135,6.880735379581691,1.2914374404064228,2.1388287576620013,,6.4702607709752575,0.008737614455429988,4.683585477350069,0.004168601163488372,1.157703133426797,4.779446260070367,0.5702585094024052,0.554203676295889,0.615257589718178,0.5765339362346695,1.3697260234658375,0.07794973341037757,0.9790783159447125,0.24042178466225653,1.9572520637182793,1.9056104572295056,,0.01772317389341273,2.283848879096886,6.206790606225918,2.440215698257765,1.0451478737568878,0.7130737322825472,4.7025117531428124,0.2726395060582422,,5.26469648264449,,,4.00858651951755,3.6471488372556435,12.141700775901265,,4.08019114114081,2.1045691358548897,,1.0789286045957607,2.798337052244037,1.6574303524715053,,,0.7225266361381483,0.710131492075649,,0.778988494017671,3.0263532649455014,8.352111953670782,0.3300057092705819,,3.1299583525893264,0.5188666278470712,,0.24360551240672895,4.596587538266968,6.942807298459921,17.315417004861033,,0.46282458360089795,,1.2414668786867933,,1.5517957250724457,3.1638625364073123,,11.817536262370904,2.83635441243887,4.798301121885849,1.734093890867371,0.7764373419684641,,0.7208791191564418,6.669870279120918,4.92453571350297,1.8499557419404369,3.350251611499598,,,,,,,0.7449133537882081,3.197429635897993,5.319371958978286,,6.455449092372776,,4.8303978135282915,1.1576006450603602,15.254520852071341,1.1160712330066798,1.3608342463653447,1.390180090545405,1.9528735406959847,3.569081696145775,0.5838894693130845,5.030081152242711,1.1595772729599245,0.981259546655177,0.8625824997220072,0.6661164468659447,2.014556440809535,2.6184285875821893,,5.143966058081011,,,0.12019748034211986,0.7297270690965112,1.388652279542498,0.5676426692694497,,,4.8377513880432215,3.9170576705322557,0.5442668296239755,2.6942487503014516,2.4338877784431823,2.837955494025935,2.3406893232687476,0.8263142294042036,,2.0084072479646866,2.5448309779929783,0.21537991690733035,2.37708717026719,0.5486630162885715,,,0.6675148651909367,,,,,,,,,,,,
,,-,,,,,,,,,1.4795626034532001,1.0419690675742848,1.7196840302606025,,5.215288889510854,,,3.3007122038162606,2.5903519839983398,,2.182098720782433,3.985419600759039,1.0829274891968854,0.229457495949438,,1.7845678121836732,,1.5002894021329265,1.015751084561466,,9.09634723028265,,,10.032661530332716,12.53844309303128,0.4070348239439942,2.791804085483755,,,3.275326016554905,3.580609484419956,,5.270843830781595,9.328609543114807,2.6230775627219876,,,4.055606856764644,2.448358683878688,1.3076305308746545,0.8167829965063309,2.0342273529046007,,4.599183834696358,,3.057161821237451,7.479030424842198,1.534032516629247,1.4536959590701644,0.23202575176170484,2.1341792563033786,1.6840682704269285,,2.2294948076600005,0.06825952310657937,2.1397538724522573,1.3474938365230897,3.854544872891834,1.139908542317523,2.990209778925519,,,1.7429108771051753,3.4692532150169004,3.4998169561513714,1.069135753087587,2.218361447570317,4.011788733949344,3.2877073153487695,0.8116953868042237,3.452078085936378,6.720062983795351,,0.985515642041048,,4.966098748392203,4.488241201444135,6.880735379581691,1.2914374404064228,2.1388287576620013,,6.4702607709752575,0.008737614455429988,4.683585477350069,0.004168601163488372,1.157703133426797,4.779446260070367,0.5702585094024052,0.554203676295889,0.615257589718178,0.5765339362346695,1.3697260234658375,0.07794973341037757,0.9790783159447125,0.24042178466225653,1.9572520637182793,1.9056104572295056,,0.01772317389341273,2.283848879096886,6.206790606225918,2.440215698257765,1.0451478737568878,0.7130737322825472,4.7025117531428124,0.2726395060582422,,5.26469648264449,,,4.00858651951755,3.6471488372556435,12.141700775901265,,4.08019114114081,2.1045691358548897,,1.0789286045957607,2.798337052244037,1.6574303524715053,,,0.7225266361381483,0.710131492075649,,0.778988494017671,3.0263532649455014,8.352111953670782,0.3300057092705819,,3.1299583525893264,0.5188666278470712,,0.24360551240672895,4.596587538266968,6.942807298459921,17.315417004861033,,0.46282458360089795,,1.2414668786867933,,1.5517957250724457,3.1638625364073123,,11.817536262370904,2.83635441243887,4.798301121885849,1.734093890867371,0.7764373419684641,,0.7208791191564418,6.669870279120918,4.92453571350297,1.8499557419404369,3.350251611499598,,,,,,,0.7449133537882081,3.197429635897993,5.319371958978286,,6.455449092372776,,4.8303978135282915,1.1576006450603602,15.254520852071341,1.1160712330066798,1.3608342463653447,1.390180090545405,1.9528735406959847,3.569081696145775,0.5838894693130845,5.030081152242711,1.1595772729599245,0.981259546655177,0.8625824997220072,0.6661164468659447,2.014556440809535,2.6184285875821893,,5.143966058081011,,,0.12019748034211986,0.7297270690965112,1.388652279542498,0.5676426692694497,,,4.8377513880432215,3.9170576705322557,0.5442668296239755,2.6942487503014516,2.4338877784431823,2.837955494025935,2.3406893232687476,0.8263142294042036,,2.0084072479646866,2.5448309779929783,0.21537991690733035,2.37708717026719,0.5486630162885715,,,0.6675148651909367,,,,,,,,,,,,
,,-,,,,,,,,,10182.0,3292.0,24754.0,,11662.0,,,97456.0,3283.0,,49714.0,16331.0,8510.0,386.0,,55465.0,323.0,13528.0,43195.0,739.0,6746.0,54.0,,6404.0,4510.0,1046.0,578791.0,,290.0,9911.0,8277.0,,11044.0,13779.0,85708.0,364.0,,2169.0,3417.0,25943.0,1268867.0,35320.0,,2347.0,,8855.0,15782.0,5344.0,10425.0,1186.0,16321.0,13835.0,,20100.0,498.0,111.0,6108.0,21964.0,70703.0,4932.0,,,2532.0,28506.0,1154.0,8303.0,136672.0,1141.0,872.0,3560.0,138240.0,22556.0,,18280.0,77.0,11905.0,5284.0,817.0,1351.0,3704.0,,6038.0,9236.0,18888.0,3112.0,582504.0,164322.0,65581.0,14326.0,12934.0,9282.0,89157.0,2545.0,88243.0,4873.0,25208.0,22616.0,257.0,2283.0,4218.0,4166.0,4597.0,4540.0,830.0,1557.0,5287.0,,8104.0,1167.0,,11253.0,7950.0,42554.0,463.0,8077.0,543.0,,2260.0,1536.0,101743.0,,,1474.0,950.0,,25021.0,12288.0,33971.0,2175.0,,14096.0,72764.0,,20110.0,3648.0,6807.0,119308.0,,11401.0,,92501.0,,2154.0,3350.0,,11302.0,38189.0,64322.0,49580.0,16055.0,,46118.0,3940.0,29731.0,153756.0,6486.0,30.0,,143.0,256.0,,144.0,19224.0,5911.0,10162.0,,2692.0,,6831.0,2982.0,746.0,3717.0,35877.0,75068.0,10889.0,23439.0,461.0,1404.0,15631.0,10119.0,19163.0,3684.0,90470.0,2324.0,419.0,3142.0,,,1350.0,9662.0,77390.0,3613.0,,,21757.0,67385.0,12507.0,82248.0,24064.0,628390.0,6786.0,19142.0,641.0,22620.0,62738.0,8978.0,5347.0,5248.0,,,19187.0,,,,,,,,,,,,
,,-,,,,,,,,,288.75819970531103,3398.4128549538395,3098.4098190190803,35628.4107009661,2597.05597102907,,14517.805181768,,2265.4245360031,21121.3951984447,36159.2647357917,41119.3496405794,2815.96538043109,22472.8828979236,17527.9629909252,492.995156522488,15115.7871301759,4174.01881093691,38556.3397180925,4143.0824845792495,553.637123774317,82192.9267385664,1561.7791874408701,1129.48069308195,3377.7533204167303,6261.10578699311,5336.0791455400895,,25186.1079618114,4707.4130604086895,436.12438533720706,150.278708414579,587.989671239559,928.297264432572,37088.020368704,2660.05245880358,,389.975654071906,645.430612901491,8382.31488484843,2402.7826642885398,3832.49511965498,608.572133560344,1733.2515283348598,,5312.81141234955,991.172138696582,11516.0261216943,4724.56830654138,24312.8951346023,15170.1388063809,,241.819382030181,50036.178772604806,1019.37051109866,6245.620717708521,4314.039139603379,3245.4385124381297,1456.56567664397,3036.45066797016,15098.6179616286,184.93758791865898,11812.121526378702,205.421015783868,3635.39646109242,42414.0302929173,35943.8167255445,6303.803534188829,438.29330702937796,1838.7432852901102,37664.991157556804,570.3631449814,,24148.261103785,6881.46975788399,2306.73478362375,311.64810903668996,421.539343677492,1098.48890922963,459.310599179297,,1557.9902396682,30369.629305984,11749.7483267194,61221.8955707611,885.171416742141,1451.55830012204,3034.8390487098304,2020.88880205233,50502.21872083651,22478.8332683017,32270.7720113665,,36713.920222581604,2728.07317342837,4538.49743675837,551.075240769349,1180.85432384356,34920.4529121085,561.068257831507,561.5177365802,8708.13808125201,6166.99756071172,801.420696081033,207.160099880682,8723.897903157651,117493.640234745,9944.34990738131,85013.6785832305,31426.567827730698,302.280875195398,235.914841393419,6185.50329012212,4690.90418109199,480.05658822812103,16180.7718735323,2731.92734446319,632.563454934301,5865.73684557706,8275.809458045529,2278.0009986360897,158802.516818768,1249.13860187035,4686.71176694336,,2212.61103105197,348.691333185497,,4031.0678074439597,,351.28544361558096,45147.829395122004,,27650.872687685096,1258.12360796235,276.312788611663,911.9575296672431,,67010.000607825,14272.1365882302,742.235712106602,9661.83559752879,1151.47844431731,5779.557006241999,868.553376330849,1646.01705126703,3335.19747364034,1332.82687864012,9445.833375644492,19488.786928480502,57388.7462371548,20928.3819689074,973.974356225478,6016.815363488411,6649.10150558318,329.970286163509,12049.4004093845,6036.4021126279295,5703.7097269797105,2761.8341173539698,49311.2266214021,918.0432239533329,15115.1509912832,793.107647532026,4180.31236083546,12465.927631983,353.78493595492205,31832.7061549154,14721.6329483091,20987.0450995077,1010.3828279872802,,5996.84479131281,27526.3628209074,1470.6985672081,777.011562811121,3955.94410570055,2451.22314663902,45425.1575791954,59037.652447924804,,395.57041114378404,3014.54470021193,3337.1219563740697,570.829563003424,384.364754763862,,2448.1378231662698,15055.5667478673,3673.9303072896205,7730.382780561371,2329.52419332167,,2617.20159824423,370.33576038045,2205.5815279087,31070.3563797185,41104.5973401183,415.17212059158095,44873.0143593204,6162.847726947421,671.11539982482,2127.8946250457698,6509.54708714479,819.9161582430969,856.0363765272549,842.817948050786,344.742142058616,,,,33432.3671054092,,,20994.058923638,,,,,2465.21388399217,,,
